fila_xlsx,persona_id,vinculacion_id,contrato_id,empresa_id,contrato_cargo_id,tipo_vinculacion_id,fecha_inicio,fecha_fin,estado_vinculacion,cobertura_asignacion_id,focalizacion_final_id,asignacion_laboral_id,ubicacion_laboral_id,presentacion_licitacion_id,perfil_licitacion_id,condicion_economica_id,valor,condicion_vigencia_desde,condicion_vigencia_hasta,tipo_documento_id,tipo_documento_codigo
111,716,895,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,653,218,,,,,,,,,1,CEDULA
112,717,896,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,654,224,,,,,,,,,1,CEDULA
113,718,897,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,655,217,,,,,,,,,1,CEDULA
114,719,898,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,656,223,,,,,,,,,1,CEDULA
115,720,899,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,657,214,,,,,,,,,1,CEDULA
116,721,900,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,658,223,,,,,,,,,1,CEDULA
117,722,901,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,659,235,,,,,,,,,1,CEDULA
118,723,902,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,660,231,,,,,,,,,1,CEDULA
119,724,903,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,661,231,,,,,,,,,1,CEDULA
120,725,904,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,662,235,,,,,,,,,1,CEDULA
121,726,905,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,663,231,,,,,,,,,1,CEDULA
122,727,906,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,664,231,,,,,,,,,1,CEDULA
123,728,907,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,665,235,,,,,,,,,1,CEDULA
124,729,908,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,666,234,,,,,,,,,1,CEDULA
125,730,909,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,667,235,,,,,,,,,1,CEDULA
126,59,910,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,668,245,,,,,,,,,1,CEDULA
127,60,911,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,669,243,,,,,,,,,1,CEDULA
128,61,912,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,670,246,,,,,,,,,1,CEDULA
129,62,913,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,671,244,,,,,,,,,1,CEDULA
130,63,914,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,672,242,,,,,,,,,1,CEDULA
131,64,915,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,673,246,,,,,,,,,1,CEDULA
132,65,916,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,674,245,,,,,,,,,1,CEDULA
133,66,917,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,675,245,,,,,,,,,1,CEDULA
134,68,918,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,676,245,,,,,,,,,1,CEDULA
135,69,919,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,677,245,,,,,,,,,1,CEDULA
136,70,920,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,678,243,,,,,,,,,1,CEDULA
137,71,921,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,679,244,,,,,,,,,1,CEDULA
138,72,922,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,680,244,,,,,,,,,1,CEDULA
139,73,923,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,681,247,,,,,,,,,1,CEDULA
140,75,924,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,682,249,,,,,,,,,1,CEDULA
141,74,925,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,683,249,,,,,,,,,1,CEDULA
142,731,926,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,684,250,,,,,,,,,1,CEDULA
143,78,927,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,685,248,,,,,,,,,1,CEDULA
144,76,928,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,686,247,,,,,,,,,1,CEDULA
145,77,929,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,687,250,,,,,,,,,1,CEDULA
146,732,930,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,688,267,,,,,,,,,1,CEDULA
147,733,931,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,689,269,,,,,,,,,1,CEDULA
148,734,932,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,690,269,,,,,,,,,1,CEDULA
149,735,933,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,691,20,,,,,,,,,1,CEDULA
150,736,934,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,692,267,,,,,,,,,1,CEDULA
151,737,935,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,693,260,,,,,,,,,1,CEDULA
152,738,936,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,694,269,,,,,,,,,1,CEDULA
153,739,937,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,695,269,,,,,,,,,1,CEDULA
154,740,938,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,696,269,,,,,,,,,1,CEDULA
155,741,939,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,697,255,,,,,,,,,1,CEDULA
156,742,940,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,698,20,,,,,,,,,1,CEDULA
157,743,941,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,699,269,,,,,,,,,1,CEDULA
158,744,942,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,700,269,,,,,,,,,1,CEDULA
159,745,943,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,701,269,,,,,,,,,1,CEDULA
160,746,944,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,702,269,,,,,,,,,1,CEDULA
161,747,945,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,703,266,,,,,,,,,1,CEDULA
162,748,946,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,704,258,,,,,,,,,1,CEDULA
163,749,947,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,705,267,,,,,,,,,1,CEDULA
164,750,948,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,706,253,,,,,,,,,1,CEDULA
165,751,949,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,707,258,,,,,,,,,1,CEDULA
166,752,950,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,708,258,,,,,,,,,1,CEDULA
167,753,951,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,709,300,,,132,1,,,,,1,CEDULA
168,754,952,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,710,275,,,133,1,,,,,1,CEDULA
169,755,953,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,711,287,,,134,1,,,,,1,CEDULA
170,756,954,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,712,276,,,,,,,,,1,CEDULA
171,757,955,24,15,33,2,Wed Jul 29 2026 00:00:00 GMT-0500 (hora estándar de Colombia),,ACTIVA,713,276,,,135,1,,,,,1,CEDULA
